index,H_name,H_SUPER_PATHWAY,H_SUB_PATHWAY,BRCA_Tang#H_name,BRCA_Terunuma#H_name,COAD#H_name,DLBCL#H_name,GBM#H_name,HCC#H_name,LiCa1#H_name,LiCa2#H_name,OV#H_name,PDAC#H_name,PRAD#H_name,RC12#H_name,RC18Flow#H_name,RC18MR#H_name,RC20#H_name
3-hydroxy-3-methylglutarate#Lipid#Mevalonate Metabolism,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,NA,NA,3-hydroxy-3-methylglutarate,NA,NA,3-hydroxy-3-methylglutarate,NA,NA,NA,NA,NA,NA,3-hydroxy-3-methylglutarate,3-hydroxy-3-methylglutarate,3-hydroxy-3-methylglutarate
N,N-dimethyl-pro-pro#Peptide#Modified Peptides,N,N-dimethyl-pro-pro,Peptide,Modified Peptides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N-dimethyl-pro-pro
1-linoleoylglycerol (18:2)#Lipid#Monoacylglycerol,1-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,1-linoleoylglycerol (18:2),NA,NA,1-linoleoylglycerol (18:2),NA,1-linoleoylglycerol (18:2),NA,NA,NA,NA,1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2)
1-oleoylglycerol (1-monoolein)#Lipid#Monoacylglycerol,1-oleoylglycerol (1-monoolein),Lipid,Monoacylglycerol,1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),NA,1-oleoylglycerol (1-monoolein),NA,1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein),1-oleoylglycerol (1-monoolein)
1-palmitoylglycerol (1-monopalmitin)#Lipid#Monoacylglycerol,1-palmitoylglycerol (1-monopalmitin),Lipid,Monoacylglycerol,1-palmitoylglycerol (1-monopalmitin),1-palmitoylglycerol (1-monopalmitin),NA,1-palmitoylglycerol (1-monopalmitin),NA,1-palmitoylglycerol (1-monopalmitin),NA,NA,NA,NA,1-palmitoylglycerol (1-monopalmitin),1-palmitoylglycerol (1-monopalmitin),1-palmitoylglycerol (1-monopalmitin),1-palmitoylglycerol (1-monopalmitin),1-palmitoylglycerol (1-monopalmitin)
1-stearoylglycerol (18:0)#Lipid#Monoacylglycerol,1-stearoylglycerol (18:0),Lipid,Monoacylglycerol,1-stearoylglycerol (18:0),1-stearoylglycerol (18:0),NA,1-stearoylglycerol (18:0),NA,NA,NA,NA,1-stearoylglycerol (18:0),1-stearoylglycerol (18:0),1-stearoylglycerol (18:0),1-stearoylglycerol (18:0),NA,NA,NA
2-palmitoylglycerol (16:0)#Lipid#Monoacylglycerol,2-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),NA,2-palmitoylglycerol (16:0),NA,2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),NA
2-oleoylglycerol (2-monoolein)#Lipid#Monoacylglycerol,2-oleoylglycerol (2-monoolein),Lipid,Monoacylglycerol,NA,2-oleoylglycerol (2-monoolein),NA,2-oleoylglycerol (2-monoolein),NA,NA,NA,NA,NA,2-oleoylglycerol (2-monoolein),NA,2-oleoylglycerol (2-monoolein),NA,NA,NA
1-arachidonylglycerol#Lipid#Monoacylglycerol,1-arachidonylglycerol,Lipid,Monoacylglycerol,NA,NA,NA,1-arachidonylglycerol,NA,1-arachidonylglycerol,NA,NA,NA,NA,1-arachidonylglycerol,1-arachidonylglycerol,1-arachidonylglycerol,1-arachidonylglycerol,1-arachidonylglycerol
1-myristoylglycerol (14:0)#Lipid#Monoacylglycerol,1-myristoylglycerol (14:0),Lipid,Monoacylglycerol,NA,NA,NA,1-myristoylglycerol (14:0),NA,1-myristoylglycerol (14:0),NA,NA,NA,1-myristoylglycerol (14:0),1-myristoylglycerol (14:0),NA,NA,NA,NA
2-arachidonoyl glycerol#Lipid#Monoacylglycerol,2-arachidonoyl glycerol,Lipid,Monoacylglycerol,NA,NA,NA,2-arachidonoyl glycerol,NA,2-arachidonoyl glycerol,2-arachidonoyl glycerol,2-arachidonoyl glycerol,NA,NA,2-arachidonoyl glycerol,NA,2-arachidonoyl glycerol,2-arachidonoyl glycerol,2-arachidonoyl glycerol
2-linoleoylglycerol (2-monolinolein)#Lipid#Monoacylglycerol,2-linoleoylglycerol (2-monolinolein),Lipid,Monoacylglycerol,NA,NA,NA,2-linoleoylglycerol (2-monolinolein),NA,NA,NA,NA,NA,2-linoleoylglycerol (2-monolinolein),2-linoleoylglycerol (2-monolinolein),2-linoleoylglycerol (2-monolinolein),NA,NA,NA
1-dihomo-linolenyl-glycerol (1-monoeicosatrienoin)#Lipid#Monoacylglycerol,1-dihomo-linolenyl-glycerol (1-monoeicosatrienoin),Lipid,Monoacylglycerol,NA,NA,NA,1-dihomo-linolenyl-glycerol (1-monoeicosatrienoin),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-docosahexaenoylglycerol (1-monodocosahexaenoin)#Lipid#Monoacylglycerol,1-docosahexaenoylglycerol (1-monodocosahexaenoin),Lipid,Monoacylglycerol,NA,NA,NA,1-docosahexaenoylglycerol (1-monodocosahexaenoin),NA,1-docosahexaenoylglycerol (1-monodocosahexaenoin),NA,NA,NA,NA,NA,NA,NA,NA,1-docosahexaenoylglycerol (1-monodocosahexaenoin)
1-dihomo-linolenylglycerol (20:3)#Lipid#Monoacylglycerol,1-dihomo-linolenylglycerol (20:3),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,1-dihomo-linolenylglycerol (20:3),NA,NA,NA,NA,NA,NA,1-dihomo-linolenylglycerol (20:3),1-dihomo-linolenylglycerol (20:3),1-dihomo-linolenylglycerol (20:3)
1-dihomo-linoleoylglycerol (20:2)#Lipid#Monoacylglycerol,1-dihomo-linoleoylglycerol (20:2),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,1-dihomo-linoleoylglycerol (20:2),NA,NA,NA,NA,NA,NA,NA,NA,NA
1-palmitoleoylglycerol (16:1)*#Lipid#Monoacylglycerol,1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,1-palmitoleoylglycerol (16:1)*,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-linoleoylglycerol (18:2)#Lipid#Monoacylglycerol,2-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,2-linoleoylglycerol (18:2),NA,NA,NA,NA,NA,NA,2-linoleoylglycerol (18:2),2-linoleoylglycerol (18:2),2-linoleoylglycerol (18:2)
2-oleoylglycerol (18:1)#Lipid#Monoacylglycerol,2-oleoylglycerol (18:1),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,2-oleoylglycerol (18:1),NA,NA,NA,NA,NA,NA,2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),2-oleoylglycerol (18:1)
2-palmitoleoylglycerol (16:1)*#Lipid#Monoacylglycerol,2-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,2-palmitoleoylglycerol (16:1)*,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-heptadecanoylglycerol (1-monoheptadecanoin)#Lipid#Monoacylglycerol,1-heptadecanoylglycerol (1-monoheptadecanoin),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-heptadecanoylglycerol (1-monoheptadecanoin),NA,NA,NA,NA,NA
1-pentadecanoylglycerol (1-monopentadecanoin)#Lipid#Monoacylglycerol,1-pentadecanoylglycerol (1-monopentadecanoin),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-pentadecanoylglycerol (1-monopentadecanoin),NA,NA,NA,NA,NA
2-myristoylglycerol (2-monomyristin)#Lipid#Monoacylglycerol,2-myristoylglycerol (2-monomyristin),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-myristoylglycerol (2-monomyristin),NA,NA,NA,NA,NA
2-stearoylglycerol (2-monostearin)#Lipid#Monoacylglycerol,2-stearoylglycerol (2-monostearin),Lipid,Monoacylglycerol,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-stearoylglycerol (2-monostearin),NA,NA,NA,NA,NA
X - 02249#NA#NA,X - 02249,NA,NA,NA,X - 02249,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 02249,NA,NA,NA
X - 02269#NA#NA,X - 02269,NA,NA,NA,X - 02269,NA,NA,NA,NA,X - 02269,X - 02269,NA,NA,NA,X - 02269,NA,NA,NA
X - 03056#NA#NA,X - 03056,NA,NA,NA,X - 03056,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 03056,NA,NA,NA
X - 10346_201#NA#NA,X - 10346_201,NA,NA,NA,X - 10346_201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
palmitoyl sphinomyelin (prev. X - 10419)#NA#NA,palmitoyl sphinomyelin (prev. X - 10419),NA,NA,NA,palmitoyl sphinomyelin (prev. X - 10419),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 10445#NA#NA,X - 10445,NA,NA,NA,X - 10445,NA,X - 10445,NA,NA,NA,NA,NA,NA,NA,X - 10445,NA,NA,NA
X - 10500#NA#NA,X - 10500,NA,NA,NA,X - 10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 10593_200#NA#NA,X - 10593_200,NA,NA,NA,X - 10593_200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11315#NA#NA,X - 11315,NA,NA,NA,X - 11315,NA,X - 11315,NA,NA,NA,NA,NA,NA,NA,X - 11315,NA,NA,NA
X - 11437#NA#NA,X - 11437,NA,NA,NA,X - 11437,NA,X - 11437,NA,NA,NA,NA,NA,NA,NA,X - 11437,NA,NA,NA
X - 11516#NA#NA,X - 11516,NA,NA,NA,X - 11516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11530#NA#NA,X - 11530,NA,NA,NA,X - 11530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11538#NA#NA,X - 11538,NA,NA,NA,X - 11538,NA,NA,NA,NA,X - 11538,X - 11538,NA,NA,NA,X - 11538,NA,NA,NA
X - 11540#NA#NA,X - 11540,NA,NA,NA,X - 11540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11550#NA#NA,X - 11550,NA,NA,NA,X - 11550,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 11550,NA,NA,NA
13(S)-HODE (prev. X - 11560)#NA#NA,13(S)-HODE (prev. X - 11560),NA,NA,NA,13(S)-HODE (prev. X - 11560),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11561#NA#NA,X - 11561,NA,NA,NA,X - 11561,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 11561,NA,NA,NA
X - 11575#NA#NA,X - 11575,NA,NA,NA,X - 11575,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 11575,NA,NA,NA
X - 11576#NA#NA,X - 11576,NA,NA,NA,X - 11576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11578#NA#NA,X - 11578,NA,NA,NA,X - 11578,NA,X - 11578,NA,NA,NA,NA,NA,NA,NA,X - 11578,NA,NA,NA
X - 11580_201#NA#NA,X - 11580_201,NA,NA,NA,X - 11580_201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11581#NA#NA,X - 11581,NA,NA,NA,X - 11581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11586#NA#NA,X - 11586,NA,NA,NA,X - 11586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11591#NA#NA,X - 11591,NA,NA,NA,X - 11591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11596#NA#NA,X - 11596,NA,NA,NA,X - 11596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11611#NA#NA,X - 11611,NA,NA,NA,X - 11611,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 11611,NA,NA,NA
X - 11613#NA#NA,X - 11613,NA,NA,NA,X - 11613,NA,X - 11613,NA,NA,NA,NA,NA,NA,NA,X - 11613,NA,NA,NA
X - 11615#NA#NA,X - 11615,NA,NA,NA,X - 11615,NA,X - 11615,NA,NA,NA,NA,NA,NA,NA,X - 11615,NA,NA,NA
X - 11616#NA#NA,X - 11616,NA,NA,NA,X - 11616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11617#NA#NA,X - 11617,NA,NA,NA,X - 11617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11621#NA#NA,X - 11621,NA,NA,NA,X - 11621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11641#NA#NA,X - 11641,NA,NA,NA,X - 11641,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 11641,NA,NA,NA
X - 11644#NA#NA,X - 11644,NA,NA,NA,X - 11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11687#NA#NA,X - 11687,NA,NA,NA,X - 11687,NA,X - 11687,NA,NA,NA,NA,NA,NA,NA,X - 11687,NA,NA,NA
X - 11725#NA#NA,X - 11725,NA,NA,NA,X - 11725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11787#NA#NA,X - 11787,NA,NA,NA,X - 11787,NA,X - 11787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11838#NA#NA,X - 11838,NA,NA,NA,X - 11838,NA,X - 11838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11858#NA#NA,X - 11858,NA,NA,NA,X - 11858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11860#NA#NA,X - 11860,NA,NA,NA,X - 11860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11861#NA#NA,X - 11861,NA,NA,NA,X - 11861,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 11861,NA,NA,NA
X - 11866#NA#NA,X - 11866,NA,NA,NA,X - 11866,NA,X - 11866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 11886#NA#NA,X - 11886,NA,NA,NA,X - 11886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12010#NA#NA,X - 12010,NA,NA,NA,X - 12010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12051#NA#NA,X - 12051,NA,NA,NA,X - 12051,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12051,NA,NA,NA
X - 12056#NA#NA,X - 12056,NA,NA,NA,X - 12056,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12056,NA,NA,NA
X - 12100#NA#NA,X - 12100,NA,NA,NA,X - 12100,NA,X - 12100,NA,NA,X - 12100,X - 12100,NA,NA,NA,X - 12100,NA,NA,NA
X - 12104#NA#NA,X - 12104,NA,NA,NA,X - 12104,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12104,NA,NA,NA
X - 12127#NA#NA,X - 12127,NA,NA,NA,X - 12127,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12127,NA,NA,NA
X - 12216#NA#NA,X - 12216,NA,NA,NA,X - 12216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12423#NA#NA,X - 12423,NA,NA,NA,X - 12423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12442#NA#NA,X - 12442,NA,NA,NA,X - 12442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12462#NA#NA,X - 12462,NA,NA,NA,X - 12462,NA,X - 12462,NA,NA,NA,NA,NA,NA,NA,X - 12462,NA,NA,NA
X - 12465#NA#NA,X - 12465,NA,NA,NA,X - 12465,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12465,NA,NA,NA
X - 12565#NA#NA,X - 12565,NA,NA,NA,X - 12565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12627#NA#NA,X - 12627,NA,NA,NA,X - 12627,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12627,NA,NA,NA
X - 12660#NA#NA,X - 12660,NA,NA,NA,X - 12660,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12660,NA,NA,NA
X - 12663#NA#NA,X - 12663,NA,NA,NA,X - 12663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12728#NA#NA,X - 12728,NA,NA,NA,X - 12728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12741#NA#NA,X - 12741,NA,NA,NA,X - 12741,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12741,NA,NA,NA
X - 12742#NA#NA,X - 12742,NA,NA,NA,X - 12742,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12742,NA,NA,NA
X - 12748#NA#NA,X - 12748,NA,NA,NA,X - 12748,NA,X - 12748,NA,NA,NA,NA,NA,NA,NA,X - 12748,NA,NA,NA
X - 12770#NA#NA,X - 12770,NA,NA,NA,X - 12770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12776#NA#NA,X - 12776,NA,NA,NA,X - 12776,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12776,NA,NA,NA
X - 12780#NA#NA,X - 12780,NA,NA,NA,X - 12780,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12780,NA,NA,NA
X - 12786#NA#NA,X - 12786,NA,NA,NA,X - 12786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12792#NA#NA,X - 12792,NA,NA,NA,X - 12792,NA,X - 12792,NA,NA,NA,NA,NA,NA,NA,X - 12792,NA,NA,NA
X - 12794#NA#NA,X - 12794,NA,NA,NA,X - 12794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12797#NA#NA,X - 12797,NA,NA,NA,X - 12797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12799#NA#NA,X - 12799,NA,NA,NA,X - 12799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12800#NA#NA,X - 12800,NA,NA,NA,X - 12800,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12800,NA,NA,NA
X - 12824#NA#NA,X - 12824,NA,NA,NA,X - 12824,NA,NA,NA,NA,X - 12824,X - 12824,NA,NA,NA,X - 12824,NA,NA,NA
X - 12854#NA#NA,X - 12854,NA,NA,NA,X - 12854,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12854,NA,NA,NA
X - 12855#NA#NA,X - 12855,NA,NA,NA,X - 12855,NA,X - 12855,NA,NA,NA,NA,NA,NA,NA,X - 12855,NA,NA,NA
X - 12856#NA#NA,X - 12856,NA,NA,NA,X - 12856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12859#NA#NA,X - 12859,NA,NA,NA,X - 12859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12860#NA#NA,X - 12860,NA,NA,NA,X - 12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 12860,NA,NA,NA
X - 12862#NA#NA,X - 12862,NA,NA,NA,X - 12862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 12870#NA#NA,X - 12870,NA,NA,NA,X - 12870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13007#NA#NA,X - 13007,NA,NA,NA,X - 13007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13068#NA#NA,X - 13068,NA,NA,NA,X - 13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13068,NA,NA,NA
X - 13082#NA#NA,X - 13082,NA,NA,NA,X - 13082,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13082,NA,NA,NA
X - 13086#NA#NA,X - 13086,NA,NA,NA,X - 13086,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13086,NA,NA,NA
X - 13098#NA#NA,X - 13098,NA,NA,NA,X - 13098,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13098,NA,NA,NA
X - 13110#NA#NA,X - 13110,NA,NA,NA,X - 13110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13143#NA#NA,X - 13143,NA,NA,NA,X - 13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13143,NA,NA,NA
X - 13145#NA#NA,X - 13145,NA,NA,NA,X - 13145,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13145,NA,NA,NA
X - 13150#NA#NA,X - 13150,NA,NA,NA,X - 13150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13159#NA#NA,X - 13159,NA,NA,NA,X - 13159,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13159,NA,NA,NA
X - 13161#NA#NA,X - 13161,NA,NA,NA,X - 13161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13162#NA#NA,X - 13162,NA,NA,NA,X - 13162,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13162,NA,NA,NA
X - 13191#NA#NA,X - 13191,NA,NA,NA,X - 13191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13230#NA#NA,X - 13230,NA,NA,NA,X - 13230,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13230,NA,NA,NA
X - 13372#NA#NA,X - 13372,NA,NA,NA,X - 13372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13391#NA#NA,X - 13391,NA,NA,NA,X - 13391,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13391,NA,NA,NA
X - 13396#NA#NA,X - 13396,NA,NA,NA,X - 13396,NA,X - 13396,NA,NA,NA,NA,NA,NA,NA,X - 13396,NA,NA,NA
X - 13411#NA#NA,X - 13411,NA,NA,NA,X - 13411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13413#NA#NA,X - 13413,NA,NA,NA,X - 13413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13414#NA#NA,X - 13414,NA,NA,NA,X - 13414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13417#NA#NA,X - 13417,NA,NA,NA,X - 13417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13418#NA#NA,X - 13418,NA,NA,NA,X - 13418,NA,X - 13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13421#NA#NA,X - 13421,NA,NA,NA,X - 13421,NA,X - 13421,NA,NA,NA,NA,NA,NA,NA,X - 13421,NA,NA,NA
X - 13422#NA#NA,X - 13422,NA,NA,NA,X - 13422,NA,X - 13422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13423#NA#NA,X - 13423,NA,NA,NA,X - 13423,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13423,NA,NA,NA
X - 13445#NA#NA,X - 13445,NA,NA,NA,X - 13445,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13445,NA,NA,NA
X - 13494#NA#NA,X - 13494,NA,NA,NA,X - 13494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13503#NA#NA,X - 13503,NA,NA,NA,X - 13503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13510#NA#NA,X - 13510,NA,NA,NA,X - 13510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13512#NA#NA,X - 13512,NA,NA,NA,X - 13512,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13512,NA,NA,NA
X - 13516#NA#NA,X - 13516,NA,NA,NA,X - 13516,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13516,NA,NA,NA
X - 13519#NA#NA,X - 13519,NA,NA,NA,X - 13519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13520#NA#NA,X - 13520,NA,NA,NA,X - 13520,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13520,NA,NA,NA
X - 13516 _dupl#NA#NA,X - 13516 _dupl,NA,NA,NA,X - 13516 _dupl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13543#NA#NA,X - 13543,NA,NA,NA,X - 13543,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13543,NA,NA,NA
X - 13555#NA#NA,X - 13555,NA,NA,NA,X - 13555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13557#NA#NA,X - 13557,NA,NA,NA,X - 13557,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13557,NA,NA,NA
X - 13560#NA#NA,X - 13560,NA,NA,NA,X - 13560,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13560,NA,NA,NA
X - 13621#NA#NA,X - 13621,NA,NA,NA,X - 13621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13671#NA#NA,X - 13671,NA,NA,NA,X - 13671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13673#NA#NA,X - 13673,NA,NA,NA,X - 13673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13743#NA#NA,X - 13743,NA,NA,NA,X - 13743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13819#NA#NA,X - 13819,NA,NA,NA,X - 13819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13871#NA#NA,X - 13871,NA,NA,NA,X - 13871,NA,X - 13871,NA,NA,NA,NA,NA,NA,NA,X - 13871,NA,NA,NA
X - 13872#NA#NA,X - 13872,NA,NA,NA,X - 13872,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13872,NA,NA,NA
X - 13891#NA#NA,X - 13891,NA,NA,NA,X - 13891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X - 13975#NA#NA,X - 13975,NA,NA,NA,X - 13975,NA,NA,NA,NA,NA,NA,NA,NA,NA,X - 13975,NA,NA,NA
X - 14097#NA#NA,X - 14097,NA,NA,NA,X - 14097,NA,NA,NA,NA,X - 14097,X - 14097,NA,NA,NA,NA,NA,NA,NA
X - 14099#NA#NA,X - 14099,NA,NA,NA,X - 14099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
